epoch,_f_score,loss,lr,val__f_score,val_loss
47,0.9131027078983066,0.28518251239644105,1e-05,0.9120026368703416,0.2993517069896655
48,0.9161225733482261,0.27624439129598966,1e-05,0.9132086131999742,0.2976119744021501
49,0.9149902856261314,0.27981525066838386,1e-05,0.9101942844355284,0.3035792265810184
50,0.913126035029117,0.2843733524356633,1e-05,0.9128486465162305,0.30410894506902836
51,0.9152357929479678,0.2798356827639293,1e-05,0.9157682030058619,0.28737837854606
52,0.9160889232025714,0.27773546532738164,1e-05,0.8988973373797402,0.3364808522720835
53,0.9161174946558077,0.27350140736891876,1e-05,0.9185957570574177,0.27854010974293325
54,0.9152429521526989,0.2776113839813103,1e-05,0.9134779430147427,0.2939277211231972
55,0.9163629500174612,0.2751500196200986,1e-05,0.9130105638681952,0.2926042052124863
56,0.9189253900352464,0.26709107527003856,1e-05,0.9186820543524045,0.27729222478706445
57,0.9176834244488783,0.2687935901591104,1e-05,0.9170067772936465,0.2822187495098185
58,0.9195332218058491,0.26358009633853974,1e-05,0.9185108742607173,0.28031676440541425
59,0.9189455429417493,0.2657052628889846,1e-05,0.9129524746937538,0.2945434391053755
60,0.9197933752519047,0.2642406330038845,1e-05,0.9198334853150951,0.27240329864087387
61,0.9192089210212452,0.26430316220927413,1e-05,0.9175557578677562,0.2758049465604682
62,0.920777146036297,0.2610497468438512,1e-05,0.9195860557591737,0.27350439698393664
63,0.9204389516084167,0.2610205557044997,1e-05,0.9172256148573178,0.28547481680983927
64,0.9229044818966805,0.25525466014793813,1e-05,0.9221547566243072,0.26834217458963394
65,0.9229520928239291,0.2545793783542835,1e-05,0.9176751326269178,0.27823478583969286
66,0.9220406642412164,0.2567638424692544,1e-05,0.9204273010367778,0.2695708040203621
67,0.9215380888446113,0.25791126745839543,1e-05,0.9159906364198941,0.2853341192118268
68,0.9232601255289241,0.25347220660862424,1e-05,0.9221014980949572,0.2683963687784636
69,0.9231476853549702,0.25318896248382705,1e-05,0.9195688424715355,0.27463648579458694
70,0.9242490990897537,0.248130762637991,1e-05,0.9231217548028746,0.2566936274629031
71,0.9244063991817844,0.24784013538943347,1e-05,0.9193459326651559,0.27326423113248244
72,0.9246916790877133,0.2474813056091837,1e-05,0.9180002804122754,0.27994587239044816
73,0.9265496273244623,0.2418620598166627,1e-05,0.9217028929226434,0.26534797351306944
74,0.9256372291137738,0.24465560659655408,1e-05,0.9228054712067789,0.2631100723102911
75,0.9258423553966678,0.24470185538317635,1e-05,0.92281044952905,0.26072049174290984
76,0.9256309513487337,0.24488424937687397,1e-05,0.9204022003643548,0.2773852278269939
77,0.92669992099021,0.2417934138784843,1e-05,0.9227752271872848,0.2602829604006525
78,0.9272811198987926,0.24059451458677927,1e-05,0.9249321409125826,0.25813496507593053
79,0.9271265425646615,0.239047506055535,1e-05,0.9256120550988326,0.24851478302656715
80,0.9271063260650989,0.23924633981071441,1e-05,0.9218859427900457,0.268893508546388
81,0.9254789126406815,0.24282406109859508,1e-05,0.9210875879472761,0.26833602141088514
82,0.9268735431162398,0.24002584013187753,1e-05,0.9228404884907737,0.26190432694865695
83,0.9272276464448099,0.23879370499111463,1e-05,0.9253228564760578,0.25273937036964433
84,0.9292208662041944,0.23212804063656073,1e-05,0.9262094582194713,0.25226723547302077
85,0.927691047076399,0.2370040398575781,1e-05,0.9251765092807029,0.254174370930266
86,0.9276543802488249,0.23825583198422837,1e-05,0.9278073266370973,0.24861449225624996
87,0.9279501235396446,0.23865264939442,1e-05,0.9228131215074169,0.26320595199714847
88,0.9276103237747703,0.23737375514380993,1e-05,0.9270901083946228,0.2476247150951357
89,0.9284115003830439,0.233889707762291,1e-05,0.9258919985436681,0.25185908916503635
90,0.9299338020135036,0.23019441228262996,1e-05,0.9286995739189546,0.24220599478750088
91,0.9305313648344415,0.23031386680430196,1e-05,0.924322614474083,0.25451868600142535
92,0.9302093130726796,0.22952462660778855,1e-05,0.927348963805099,0.24786426421644084
93,0.92979443184062,0.23115110407032932,1e-05,0.9263139264797097,0.24891444618132577
94,0.9309076059706592,0.22791775547272655,1e-05,0.9243925445115388,0.2591178599578231
95,0.9307887457782008,0.22652670205137987,1e-05,0.9304419893827012,0.23727394317957892
96,0.9324014617829518,0.22362529829864608,1e-05,0.9256064767268166,0.25415191565876577
97,0.9307746545975979,0.2274131723800778,1e-05,0.9272782758100709,0.2493045688120287
98,0.9301610735269285,0.23001855866616544,1e-05,0.9290035491559043,0.2387396462484082
99,0.932646724482008,0.22198079796473333,1e-05,0.9264543261100997,0.24930170728866732
100,0.933181531810406,0.2209428967873403,1e-05,0.9308349943872708,0.23798609119075448
101,0.931757157620001,0.22438111458126053,1e-05,0.9291818110800502,0.2349042388707844
102,0.9329408639868839,0.22144753508075907,1e-05,0.9290982471473181,0.24515769113578015
103,0.9307688210976611,0.22851693646836901,1e-05,0.9282123553219126,0.24160658384659398
104,0.9316435934885727,0.22322343512815615,1e-05,0.9325102002763036,0.23160145587440747
105,0.9332645751508195,0.2189635117174746,1e-05,0.9283766132682117,0.24374963576669123
106,0.9331063517407414,0.21840529769769831,1e-05,0.930447357804028,0.24185641866121718
107,0.933491041669172,0.2202883291864927,1e-05,0.927558065350376,0.24071815048358333
108,0.9344279666372391,0.21590439579189932,1e-05,0.9284519526495862,0.2439269469633921
109,0.9340036444947623,0.21929123140456064,1e-05,0.9266781784705261,0.25441683322858455
110,0.9349465178512729,0.2156397639098664,1e-05,0.9295302371480572,0.23832383629546236
111,0.9338447953467033,0.2174677694264841,1e-05,0.9250315828109855,0.2575510074732019
112,0.9340395124206756,0.21672955954440465,1e-05,0.931488734572681,0.23449268303255535
113,0.9338884540871617,0.21875135718280497,1e-05,0.9303629198181096,0.23737415287699273
114,0.9346596138849578,0.2149912221807308,1e-05,0.931325223018874,0.23245895036788128
115,0.9371812324763231,0.20709058514979692,5e-06,0.9327202817397331,0.23117190577200988
116,0.9369443260604121,0.20696968826219495,5e-06,0.9316884083534355,0.23284648686869822
117,0.9365755203266569,0.20903278995291452,5e-06,0.9324869491271118,0.2327567119318158
118,0.9380654455560734,0.20481739191816198,5e-06,0.9307472114242724,0.2356027683882571
119,0.9370589832390994,0.2067737368569055,5e-06,0.9330370008055844,0.2260023607358114
120,0.9371808286493153,0.20633021739335752,5e-06,0.9349349545898722,0.22456883405571554
121,0.9381925397202872,0.2041883968287684,5e-06,0.9337612924291127,0.2248537379747896
122,0.937597809227869,0.20649754013658456,5e-06,0.931085777371677,0.23743207374615455
123,0.9375096655911229,0.20708004943334038,5e-06,0.93073017205765,0.23980867062042008
124,0.9378884416973724,0.20403642924744844,5e-06,0.9348850766224648,0.2228395507962846
125,0.9382477626481464,0.20415389641676251,5e-06,0.9330993677253154,0.2309398343647594
126,0.937483767372968,0.20546480510591575,5e-06,0.9301993086266873,0.23629431832414954
127,0.9373597502708435,0.20600862989416796,5e-06,0.934090852292616,0.22490498201170964
128,0.9378554711332995,0.20437958638519602,5e-06,0.9343931741678893,0.2274703669236667
129,0.937561116475598,0.20511924631921333,5e-06,0.9334678334086689,0.22628607511965196
130,0.9382460862952094,0.20461493980513407,5e-06,0.9319143700065897,0.22988901620925362
131,0.939079628225596,0.20097262405385316,5e-06,0.9338870955936944,0.22576260872518839
132,0.9384314021213347,0.20195105811754124,5e-06,0.9349141676924122,0.22456118875919884
133,0.9392790097507846,0.20110157644549267,5e-06,0.9327090097897088,0.23214431068123276
134,0.9379289567913708,0.2038315689835185,5e-06,0.9341852651603186,0.22146751631551714
135,0.9391416515116355,0.2006435090862907,5e-06,0.9359906008884088,0.21780941346243246
136,0.939019804771948,0.20093938712459958,5e-06,0.9323032160303486,0.23514140013660959
137,0.938019556073008,0.20211264805445883,5e-06,0.9331410424922829,0.22630172278454055
138,0.9386561068681979,0.20165221700548683,5e-06,0.934822517544476,0.2227593458521722
139,0.9392417263807418,0.200366268758437,5e-06,0.9318593695982179,0.2334266278837154
140,0.9392751905111575,0.19998563065100114,5e-06,0.9380565272338355,0.21237485461048225
141,0.9395228346262723,0.19872446373437416,5e-06,0.932988026248875,0.22841693182934575
142,0.9390088268815363,0.20144994241154326,5e-06,0.9349092725497573,0.22300464320761054
143,0.9393980121967075,0.19954234512598984,5e-06,0.933896021611655,0.22519088241813787
144,0.9389139885796047,0.2008652838715612,5e-06,0.9356832882361625,0.2220597191533046
145,0.9404077086750017,0.19708556550309117,5e-06,0.9336614439736551,0.22537286095877193
146,0.9394503814137115,0.19923889422339133,5e-06,0.934358470030685,0.21998525872381766
147,0.9389458132499212,0.20099797822728918,5e-06,0.9341093737687638,0.22638340633529336
148,0.9393857585674769,0.2004978014190844,5e-06,0.9352968361840319,0.21911010018257954
149,0.939803436897058,0.19761603195427963,5e-06,0.9376033540092298,0.21459225882122765
